Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
CRYW94MF,journalArticle,2012,"Quan, Weimin; Humphries, Austin T.; Shen, Xinqiang; Chen, Yaqu","OYSTER AND ASSOCIATED BENTHIC MACROFAUNAL DEVELOPMENT ON A CREATED INTERTIDAL OYSTER (CRASSOSTREA ARIAKENSIS) REEF IN THE YANGTZE RIVER ESTUARY, CHINA",Journal of Shellfish Research,,0730-8000,10.2983/035.031.0302,,"Oysters and the reefs they build are being recognized and restored increasingly for the broad suite of ecosystem services they can provide. However, surprisingly little effort has been devoted to documenting the outcomes of such restoration or creation projects through time, or to comparing projects from different regions. In this study, we examined the oyster (Crassostrea ariakensis) and benthic macrofaunal development on a created intertidal oyster (Crassostrea ariakensis) reef along a salinity and exposure (vertical position on reef) gradient 5 y after creation in the Yangtze River estuary, China. Three years after reef creation, sustainable oyster populations were established successfully and market-size oysters accounted for more than 24% of the total reef cover, with mean abundances ranging from 95-225 adult oysters/m(2). Associated community metrics (species richness, abundance, and biomass) of benthic macrofauna showed generally increasing trends with reef development during the 5-y period; however, crustaceans and polychaetes were correlated most strongly with oyster development. Barnacle (Balanus albicostatus) abundance and biomass were correlated negatively with oyster and reef development. Salinity and exposure frequently interacted, suggesting that development at different places along the reef or salinity gradient was dependent on the vertical position along the reef or the degree of exposure at low tide. Oyster development on this created reef appears to be at a self-sustaining level and provides habitat for associated benthic macrofauna comparable with other regions globally.",2012-08,3/25/19 20:55,3/25/19 20:55,,599-610,,3,31,,,,,,,,,,,,,,,,,WOS:000308254800002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322DGDYF,journalArticle,2012,"Pollack, Jennifer Beseres; Cleveland, Andrew; Palmer, Terence A.; Reisinger, Anthony S.; Montagna, Paul A.","A Restoration Suitability Index Model for the Eastern Oyster (Crassostrea virginica) in the Mission-Aransas Estuary, TX, USA",Plos One,,1932-6203,10.1371/journal.pone.0040839,,"Oyster reefs are one of the most threatened marine habitats on earth, with habitat loss resulting from water quality degradation, coastal development, destructive fishing practices, overfishing, and storm impacts. For successful and sustainable oyster reef restoration efforts, it is necessary to choose sites that support long-term growth and survival of oysters. Selection of suitable sites is critically important as it can greatly influence mortality factors and may largely determine the ultimate success of the restoration project. The application of Geographic Information Systems (GIS) provides an effective methodology for identifying suitable sites for oyster reef restoration and removes much of the uncertainty involved in the sometimes trial and error selection process. This approach also provides an objective and quantitative tool for planning future oyster reef restoration efforts. The aim of this study was to develop a restoration suitability index model and reef quality index model to characterize locations based on their potential for successful reef restoration within the Mission-Aransas Estuary, Texas, USA. The restoration suitability index model focuses on salinity, temperature, turbidity, dissolved oxygen, and depth, while the reef quality index model focuses on abundance of live oysters, dead shell, and spat. Size-specific Perkinsus marinus infection levels were mapped to illustrate general disease trends. This application was effective in identifying suitable sites for oyster reef restoration, is flexible in its use, and provides a mechanism for considering alternative approaches. The end product is a practical decision-support tool that can be used by coastal resource managers to improve oyster restoration efforts. As oyster reef restoration activities continue at small and large-scales, site selection criteria are critical for assisting stakeholders and managers and for maximizing long-term sustainability of oyster resources.",7/11/12,3/25/19 20:55,3/25/19 20:55,,e40839,,7,7,,,,,,,,,,,,,,,,,WOS:000306362400104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AKWL65UT,journalArticle,2012,"Carmichael, Ruth H.; Walton, William; Clark, Heidi",Bivalve-enhanced nitrogen removal from coastal estuaries,Canadian Journal of Fisheries and Aquatic Sciences,,0706-652X,10.1139/F2012-057,,"Interest in use of bivalves to remediate estuarine eutrophication has increased in recent years. High variation among data sets, substantial focus on particle removal, and insufficient links to anthropogenic nitrogen (N) sources encouraged this empirical examination of N removal by bivalves from estuaries receiving different N loads. We determined the capacity of the oyster Crassostrea virginica to remove N by comparing N assimilated into tissues with anthropogenic N from land or available in phytoplankton. Oyster growth yielded 0.2-0.4 g N in tissues and depended on estuary-specific conditions. delta N-15 values confirmed that N in oyster tissues derived from local anthropogenic sources. At representative restoration and aquaculture conditions (<= 400 oysters.m(-2) at 0.5%-1.0% of estuary area), estimated N removal was <= 15% of land-derived loads and <1% of phytoplankton N. N removal via biogeochemical processes was negligible during grow-out, but became important after oysters attained harvestable size. This study explicitly demonstrates that oysters assimilated land-derived N, but suggests that bivalve bioremediation consider trade-offs between intensity of planting, ecological effects, and available space.",2012-07,3/25/19 20:55,3/25/19 20:55,,1131-1149,,7,69,,,,,,,,,,,,,,,,,WOS:000306000100001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3QCDDR6A,journalArticle,2012,"Ravit, Beth; Comi, Meredith; Mans, Deborah; Lynn, Christine; Steimle, Frank; Walsh, Sean; Miskewitz, Robert; Quierolo, Stephanie",Eastern Oysters (Crassostrea virginica) in the Hudson-Raritan Estuary: Restoration Research and Shellfishery Policy,Environmental Practice,,1466-0466,10.1017/S1466046612000063,,"Once-extensive Eastern Oyster (Crassostrea virginica) reefs in the Hudson-Raritan Estuary (HRE) were destroyed almost a century ago as a result of human activities. However, because of improvements in water quality, the potential exists to reintroduce this ecologically extinct species to the ecosystem. For over a decade, New York/New Jersey Baykeeper has conducted oyster restoration activities in support of target ecological goals proposed in the HRE Comprehensive Restoration Plan (CRP). The critical research question is whether existing conditions at a proposed restoration site can actually support long-term Eastern Oyster survival. To determine the feasibility of restoring this native species in Keyport Harbor, New Jersey, juvenile oysters were placed in research field plots, and survivorship and growth were monitored. Data from the first reported oyster restoration research in the New Jersey (NJ) portion of the HRE indicate that oysters could indeed be reintroduced into the ecosystem. After 11 months in situ, research oyster survival rates as high as 60% were observed. Qualitative tissue observations indicated female oysters produced eggs that appeared normal and were ready for spawning. Biodiversity of species collected from the field plots was two-to threefold greater with adult research oysters present, suggesting that oysters increased the density and abundance of other marine species. Sediment deposition patterns indicated that the presence of oysters in support structures may reduce the degree of topographic relief caused by winter storm energies. The research ended abruptly on August 9, 2010, when New Jersey's Department of Environmental Protection rescinded the project permit because of concerns that research oysters were beginning to reach New Jersey's market size of 2.5 inches. Although initial data suggest that oysters can survive and reproduce in Raritan Bay and the potential exists to achieve oyster restoration goals included in the CRP, the project also highlights the current lack of agreement between shellfishery regulators and restoration practitioners with respect to oyster reintroduction in waters where shellfish harvesting is currently prohibited. Different shellfish management approaches are used in New England states (Massachusetts, Rhode Island, and Connecticut), where local control is an important management tool, and in Chesapeake Bay states (Maryland and Virginia), where federal involvement is relatively high. Situated between these two distinct shellfish-producing regions, New Jersey and New York have not supported aggressive reestablishment of historic Eastern Oyster populations in the HRE, and unlike adjacent states, have not developed long-term oyster aquaculture plans. The reluctance to support oyster restoration is due to concerns related to human health and ecological",2012-06,3/25/19 20:55,3/25/19 20:55,,110-129,,2,14,,,,,,,,,,,,,,,,,WOS:000212170100004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I2GXTAWQ,journalArticle,2012,"Fay, Johnna P.; Richards, Gary P.; Ozbay, Gulnihal",Water-Quality Parameters and Total Aerobic Bacterial and Vibrionaceae Loads in Eastern Oysters (Crassostrea virginica) From Oyster-Gardening Sites,Archives of Environmental Contamination and Toxicology,,0090-4341,10.1007/s00244-011-9736-1,,"Oyster gardening is a practice designed to restore habitat for marine life and to improve water quality. This study determined physical and chemical water-quality parameters at two oyster gardening sites in the Delaware Inland Bays and compared them with total aerobic bacteria and Vibrionaceae concentrations in Eastern oysters (Crassostrea virginica). One site was located at the end of a man-made canal, whereas the other was located in an open bay. Measured water parameters included temperature, dissolved oxygen (DO), salinity, pH, total nitrogen, nitrate, nitrite, total phosphorus, and total suspended solids. The highest Vibrionaceae levels, as determined by the colony overlay procedure for peptidases, were at the canal site in September (3.5 x 10(5) g(-1)) and at the bay site in August (1.9 x 10(5) g(-1)). Vibrionaceae levels were significantly greater during the duration of the study at the canal site (P = 0.01). This study provides the first baseline levels for total Vibrionaceae in the Delaware Inland Bays. Minimum DO readings at the bay and canal sites were 3.0 and 2.3 mg l(-1), respectively, far less than the state-targeted minimum threshold of 5.0 mg l(-1). Total phosphorus levels exceeded recommendations of a parts per thousand currency sign0.1 mg l(-1) at the bay and canal sites for all monthly samplings, with mean monthly highs at both sites a parts per thousand yen0.68 mg l(-1) in August. Nitrogen occasionally exceeded the recommended level of 1.0 mg l(-1) at both sites. Overall, waters were highly degraded from high phosphates, nitrogen, and total suspended solids as well as low DO.",2012-05,3/25/19 20:55,3/25/19 20:55,,628-637,,4,62,,,,,,,,,,,,,,,,,WOS:000302809500008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CTMBTCR5,journalArticle,2012,"Durham, Stephen R.; Dietl, Gregory P.; Visaggi, Christy C.",THE MISMEASURE OF BEHAVIOR: A NATURAL HISTORY REVISION OF PREY PREFERENCE IN THE BANDED TULIP SNAIL,Journal of Shellfish Research,,0730-8000,10.2983/035.031.0113,,"The banded tulip snail, Fasciolaria (Cinema') liliuni hunteria (Perry), is a predatory gastropod that is capable of subduing a wide range of prey items using multiple attack behaviors. However, the literature contains conflicting accounts of this predator's prey preferences, which vary between the extremes of strong preferences for snails over bivalves to opportunistic behavior in which prey are incorporated into the diet based on their relative abundance in the environment. Here we reexamine the extent to which prey items in the diet of F. humteria are distributed in preference hierarchies to update the natural history data on this molluscan predator. We tested F. hunteria's preference between oysters, Crassostrea virginica (Gmelin), and snails, Urosalpinx cinerea (Say), two ecologically co-occurring prey items that require different attack behaviors to subdue. Based on cost benefit analyses, U. cinerea is more energetically profitable than C. virginica, so we predicted that it should be favored by tulip snails. We offered both prey simultaneously to F. hunteria in a Y maze to test this hypothesis. Despite the vast differences between the prey items in terms of potential biomass reward, handling times, and risk to the predator. F. hunteria did not prefer either C. virginica or U. cinerea, live or crushed. Our results suggest F. hunteria has no strong preferences among prey items in its diet, and is an opportunistic predator. This study is an example of the necessity of revising natural history information at a time when accumulation of such data is declining. In light of our results, we discuss the importance of examining the sources of natural history information, and of considering the time period and theoretical framework in which natural history data were gathered and interpreted to prevent cascading error effects resulting from the use of flawed natural history observations.",2012-04,3/25/19 20:55,3/25/19 20:55,,101-109,,1,31,,,,,,,,,,,,,,,,,WOS:000302846800013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XV3HG3SL,journalArticle,2012,"Powell, Eric N.; Klinck, John M.; Ashton-Alcox, Kathryn; Hofmann, Eileen E.; Morson, Jason",The rise and fall of Crassostrea virginica oyster reefs: The role of disease and fishing in their demise and a vignette on their management,Journal of Marine Research,,0022-2402,10.1357/002224012802851878,,"We describe a model designed to simulate the shell carbonate budget of an oyster reef. We identify five parameters descriptive of basic characteristics of the shell carbonate budget of a reef that limit simulation accuracy. Two describe the TAZ (taphonomically-active zone) and the distribution of shell carbonate within it. One is the taphonomic rate in the TAZ. Two determine the volume contribution of shell carbonate and the taphonomic loss rate within the reef framework. For Mid-Atlantic estuaries, model simulations suggest that reef accretion only occurs if oyster abundance is near carrying capacity. Simulations further suggest that reef accretion is infeasible for any estuarine reach where dermo is a controlling influence on population dynamics. We forecast that the oyster disease dermo is a principal antagonist of reef persistence through its ability to limit shell addition. Model simulations suggest that reefs with inadequate shell addition 'protect themselves' by limiting the volumetric content of shell carbonate in the TAZ. Thus, a dominant process is the transient expansion and contraction of the shell resource, otherwise termed cultch, within the TAZ, rarely expanding enough to generate reef accretion, yet rarely contracting enough to foster erosion of the reef framework. The loss of framework carbonate thusly is curtailed during periods when the surficial shell layer deteriorates. Stasis, a reef neither accreting nor eroding, is a preferred state. Reef recession requires an inordinately unbalanced shell carbonate budget. Results strongly argue for expanded focus on the dynamics of the shell resource within the TAZ, as this likely fosters a feedback loop with abundance through recruitment, serves as the protective layer for the reef during periods of reef stasis, and establishes the threshold conditions for reef accretion and recession. Model simulations suggest that attaining maximum sustainable yield and maintaining a biomass capable of supporting sufficient shell production for reef accretion are irreconcilable goals over a large component of the oyster's range. Reef stasis would appear to be the only achievable restoration goal in Mid-Atlantic estuarine reaches where dermo holds sway. Exploitation rates much above 5% of the fishable stock per year restrict availability of surficial shell and foster reef erosion. In contrast, in the Gulf of Mexico at the high-productivity end of the oyster's range, an enhanced fishery and reef accretion may be compatible goals.",2012-05,3/25/19 20:55,3/25/19 20:55,,505-558,,3-Feb,70,,,,,,,,,,,,,,,,,WOS:000309090000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JEHR8UMA,journalArticle,2012,"Puckett, Brandon J.; Eggleston, David B.","Oyster Demographics in a Network of No-Take Reserves: Recruitment, Growth, Survival, and Density Dependence",Marine and Coastal Fisheries,,1942-5120,10.1080/19425120.2012.713892,,"Central to ecology and resource management is knowledge of the spatiotemporal scales at which demographic rates vary and the ecological consequences of demographic variation, such as that due to density dependence. We quantified the spatiotemporal variation in eastern oyster Crassostrea virginica recruitment, density, growth, and survival and assessed density dependence within a network of no-take reserves in Pamlico Sound, North Carolina. From 2006 to 2008, average oyster recruitment and total density increased 15- and fivefold, respectively. The unprecedentedly high oyster densities in certain reserves (up to 6,500/m(2) at the end of the study) modified demographic rates such that further density increases were regulated by density-dependent survival. Oyster demographic rates varied significantly among reserves at relatively small spatial scales (20 km). Certain reserves were the strong ""recruiters,"" others the fast ""growers,"" and yet others the high ""survivors."" Cohort dynamics altered the demographic rank order such that the demographically ""best"" reserves varied intra- and interannually. From a management perspective, the prevalence of density-dependent survival suggests that the oysters in this system are habitat rather than recruitment limited, which may minimize the utility of stock enhancement programs. Addition of habitat (i.e., artificial reefs) should focus on reserves characterized by high recruitment but density-dependent growth and survival. This study (1) supports the efficacy of marine reserves in rapidly increasing the density and age-size structure of protected species, (2) highlights the need for spatially explicit demographic data to support multifaceted management objectives, and (3) when combined with evidence of reserve larval connectivity, provides support for applying metapopulation concepts to this reserve system.",2012,3/25/19 20:55,3/25/19 20:55,,605-627,,1,4,,,,,,,,,,,,,,,,,WOS:000312007400047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U9BNSAX7,journalArticle,2012,"Thompson, Christine M.; York, Richard H.; Gallager, Scott M.",Species-specific abundance of bivalve larvae in relation to biological and physical conditions in a Cape Cod estuary,Marine Ecology Progress Series,,0171-8630,10.3354/meps09998,,"Physical and biological conditions impact recruitment and adult population structure of marine invertebrates by affecting early life-history processes from spawning to post-settlement. We investigated how temperature, salinity, and phytoplankton influenced larval abundance and larval size structure for 3 species of bivalves over 2 non-consecutive years in Waquoit Bay, Massachusetts, USA. Abundance and size of Mercenaria mercenaria (quahog), Anomia simplex (jingle clam), and Geukensia demissa (ribbed mussel) larvae were compared between locations in the bay and with environmental conditions. Shell birefringence patterns using polarized light microscopy were used to distinguish species. Larval abundances for all 3 species were higher in 2009 than in 2007 and were positively correlated with temperature in both years. Differences in larval abundance and size structure between bay sites were attributed to salinity tolerances and potential source locations. Higher survival in 2009 than in 2007, as determined by number of pediveligers, was likely due to higher temperatures and greater food availability during the peak abundance months of July and August in 2009. Yearly differences in larval growth and survival can have a large impact on recruitment. Knowing the optimal periods and locations for larval abundance and survival can be useful for isolating species-specific patterns in larval dispersal and to aid resource managers in enhancing or restoring depleted populations.",2012,3/25/19 20:55,3/25/19 20:55,,53-69,,,469,,,,,,,,,,,,,,,,,WOS:000311553600005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8LWIQXXA,journalArticle,2012,"Wilber, Dara H.; Hadley, Nancy H.; Clarke, Douglas G.",Resident Crab Associations with Sedimentation on Restored Intertidal Oyster Reefs in South Carolina and the Implications for Secondary Consumers,North American Journal of Fisheries Management,,0275-5947,10.1080/02755947.2012.694835,,"Benthic-pelagic coupling is an important habitat function provided by oyster reefs that is potentially affected by sedimentation impacts. In this study, the distributions of three resident crab species, the flat mud crab (also known as the flatback mud crab) Eurypanopeus depressus, the common mud crab (also known as the Atlantic mud crab) Panopeus herbstii, and the invasive green porcelain crab Petrolisthes armatus, were examined with respect to sedimentation on six restored intertidal eastern oyster Crassostrea virginica sites in South Carolina. Sedimentation among sites ranged from 4% to 60% cover and was composed of silty clay and sand. Crab associations with sedimentation differed among species. Common mud crabs and green porcelain crab densities were negatively correlated with percent sediment cover, whereas flat mud crab densities were not related to sediment cover. Flat mud crabs occupy the interstices of the reef, and their densities were positively correlated with scorched mussel Brachidontes exustus densities. Total crab biomass and individual body weight were converted to annual secondary production estimates, which ranged from 6.1 to 27.2 g/m(2) (ash-free dry weight) among sites. Sedimentation on oyster habitat reduced crab annual secondary production beyond a prediction made by a proportional inverse relationship between percent sediment cover and crab secondary production. As an example, at 50% sediment cover, crab annual secondary production was reduced by 68%. The discrepancy between observed and predicted (proportional) reductions in crab secondary production estimates were most pronounced when sedimentation levels were less than 60% cover. These results suggest the use of proportional loss estimates tomitigate for sedimentation impacts on oyster habitat, when quantified as percent sediment cover, do not adequately compensate for impacts to resident crabs and consequential energy loss to crustacean and fish predators that include many important recreational and commercial species.",2012,3/25/19 20:55,3/25/19 20:55,,838-847,,5,32,,,,,,,,,,,,,,,,,WOS:000309388200004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R8RJBEGY,journalArticle,2012,"Talmage, Stephanie C.; Gobler, Christopher J.",Effects of CO2 and the harmful alga Aureococcus anophagefferens on growth and survival of oyster and scallop larvae,Marine Ecology Progress Series,,0171-8630,10.3354/meps09867,,"Globally, the frequency of harmful algal blooms is increasing and CO2 concentrations are rising. These factors represent serious challenges to a multitude of estuarine organisms as well as to efforts to restore depleted stocks of filter-feeding bivalves. In this study, we compared the responses of larval bivalves Crassostrea virginica and Argopecten irradians to the brown tide alga Aureococcus anophagefferens (250 x 10(6) cells l(-1) and 1 x 10(9) cells l(-1), respectively) and a gradient of CO2 concentrations (similar to 240, similar to 390, and similar to 850 ppm). Results indicated that A. anophagefferens and higher levels of CO2 significantly depressed rates of survival, development, growth, and lipid synthesis of A. irradians larvae with the combination of both factors having the largest effects. C. virginica larvae were also negatively impacted by the harmful alga and elevated CO2, but displayed a higher overall survival rate when exposed to these combined stressors. For both species, high densities of A. anophagefferens (10(9) cells l(-1)) elicited a stronger negative effect on larval survival than high levels of CO2 concentrations (similar to 850 ppm). Collectively, these results demonstrate that the concurrent occurrence of harmful algal blooms and high CO2 concentrations will have negative consequences for bivalve populations and further demonstrate that some species of larval bivalves are more resistant to these stressors than others.",2012,3/25/19 20:55,3/25/19 20:55,,121-U147,,,464,,,,,,,,,,,,,,,,,WOS:000309125500008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YQS48SBK,journalArticle,2012,"Whitman, Elizabeth R.; Reidenbach, Matthew A.",Benthic flow environments affect recruitment of Crassostrea virginica larvae to an intertidal oyster reef,Marine Ecology Progress Series,,0171-8630,10.3354/meps09882,,"Restoration efforts to enhance Crassostrea virginica oyster populations along the Virginia, USA, coastline focus on creating benthic habitat suitable for larval recruitment, survival, and growth. To determine how benthic flow processes affect larval recruitment, velocity and turbulence we collected data over multiple intertidal benthic surfaces including a mud bed, a C. virginica oyster reef, and 2 restoration sites comprised of deposited C. virginica oyster shell or the relatively larger Busycotypus canaliculatus whelk shell. Mean estimates of the drag coefficient, CD, used as a measure of hydrodynamic roughness over the C. virginica reef were found to be 2 times greater than over the restoration sites and 5 times greater than over the mud bed. Enhanced fluid shear increased both peak Reynolds stresses and vertical momentum transport above the reef, but within the interstitial areas between individual oysters, velocities and turbulence were reduced. Larval settlement plates of varying triangular-shaped benthic roughness were used to mimic the natural topographic variability found along oyster reefs. The greatest larval recruitment occurred along interstitial regions between high-roughness topography, where shear stresses, which act to dislodge larvae, were found to be up to 20 times smaller than along exposed surfaces. Greater recruitment was also found on the more hydrodynamically rough whelk shell compared to the oyster shell restoration site. Results suggests that restoration efforts should consider creating 3-dimensional benthic topography similar to established oyster reefs to provide hydrodynamic conditions and settlement surfaces that promote larval recruitment, prevent burial by sediment, and provide refuge from predation.",2012,3/25/19 20:55,3/25/19 20:55,,177-191,,,463,,,,,,,,,,,,,,,,,WOS:000308357300011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X94G74UV,journalArticle,2011,"Waldbusser, George G.; Steenson, Ryan A.; Green, Mark A.",OYSTER SHELL DISSOLUTION RATES IN ESTUARINE WATERS: EFFECTS OF pH AND SHELL LEGACY,Journal of Shellfish Research,,0730-8000,10.2983/035.030.0308,,"Oyster shell is a crucial component of healthy oyster reefs. Shell planting has been a main component of oyster restoration efforts in many habitats and has been carried out on scales from individual and grassroots efforts to multiagency efforts across entire estuaries. However, the cycling and lifetime of the shell that makes up the bulk of an oyster reef has only recently received attention, and most of the work to date has focused on the role of epi- and endobionts on shell degradation. Here we report findings from a laboratory study in which we manipulated pH in a flow-through control system using water from the mesohaline mouth of the Patuxent River to measure dissolution rates of intact oyster shell. Shells from the Eastern oyster (Crassostrea virginica Gmelin 1791) with three different legacies were exposed to 4 levels of pH that encompass a range typical of the mesohaline waters of the Chesapeake Bay (similar to 7.2-7.9 on the NBS scale). Mass loss over a 2-wk period was used to measure dissolution rate on 3 shell legacies: fresh, weathered, and dredged. We found that pH and shell legacy had significant effects on shell dissolution rate, with lower pH increasing dissolution rate. Fresh shell had the highest dissolution rate, followed by weathered then dredged shell. Dissolution rates were significantly different among all 4 pH treatments, except between the lowest (similar to 7.2) and the next lowest (similar to 7.4); however, shells lost mass even under noncorrosive conditions (similar to 7.9). We discuss the implications of our findings to ongoing efforts to understand shell budgets and cycling in oyster reef habitat, the interaction of biological and geochemical agents of shell degradation, and the complexity associated with shell carbonate cycling in the unique milieu of the oyster reef.",2011-12,3/25/19 20:55,3/25/19 20:55,,659-669,,3,30,,,,,,,,,,,,,,,,,WOS:000299138700008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBR28VH5,journalArticle,2011,"Starke, Adam; Levinton, Jeffrey S.; Doall, Michael","RESTORATION OF CRASSOSTREA VIRGINICA (GMELIN) TO THE HUDSON RIVER, USA: A SPATIOTEMPORAL MODELING APPROACH",Journal of Shellfish Research,,0730-8000,10.2983/035.030.0309,,"As a result of its historical abundance and ecological significance, the eastern oyster. Crassostrea virginica, has been identified as a primary restoration target for the Hudson River New York Harbor region. Prior to any large-scale restoration investments, a spatial assessment has been made to characterize the region's potential for hosting restored oyster populations. Using existing geographic data of the physical attributes of the river, a GIS-based restoration suitability index has been developed with the goal of identifying specific areas that hold a greater probability for success in oyster restoration. The results show that much of the river's restoration potential is initially limited by the physical environment, depth, and sediment type, and is reduced further by the salinity distribution. The results from this model should be used as a preliminary guide to focus future restoration efforts within the lower Hudson River and New York Harbor area as well as to investigate possible changes to the restoration potential with changing salinities brought on by regional climate change and hydrodynamic alterations.",2011-12,3/25/19 20:55,3/25/19 20:55,,671-684,,3,30,,,,,,,,,,,,,,,,,WOS:000299138700009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5FE6UNLL,journalArticle,2011,"Harwell, Heather D.; Posey, Martin H.; Alphin, Troy D.",Landscape aspects of oyster reefs: Effects of fragmentation on habitat utilization,Journal of Experimental Marine Biology and Ecology,,0022-0981,10.1016/j.jembe.2011.07.036,,"The functional value of oyster reefs is recognized in many estuarine systems, with increasing interest in oyster reef restoration for ecological function rather than for oyster fishery production. Reefs provide structure and refuge for juvenile fish and crustaceans, and may be loci for predator foraging. However, reef morphology influences the relative value of refuge and forage functions, and reef utilization by benthic, epibenthic, and nektonic organisms. Reef fragmentation increases the edge to interior ratio, and may enhance use by organisms that favor edge regions, or decrease use by species requiring more interior habitat. The influence of fragmentation was examined using created intertidal oyster reefs and natural reef patches in southeastern North Carolina. Experimental treatments included created reefs (uniform circular reefs, small fragmented reefs, and large fragmented reefs) reference natural reefs, and open mudflat areas. Naturally occurring uniform and fragmented patch reefs in two nearby tidal creeks were also sampled. Following construction of created reefs, all treatments were sampled quarterly over two years, targeting infauna, epifauna, and nekton. Effects of fragmentation on infauna were variable, with a combination of positive and negative species-specific responses. For the vast majority of epi-benthic macrofauna collected from excavations and Breder traps, no effect of small-scale fragmentation on utilization was observed. Preferential use of large fragmented reefs over small fragmented reefs was observed for two species, Lagodon rhomboides and Panopeus herbstii, suggesting that the small fragmented reefs may have been below the patch size threshold at which edge effects become beneficial. Our results suggest that, at least at the scale investigated here, multiple small reefs may provide similar habitat benefits to a single, larger oyster reef. (C) 2011 Elsevier B.V. All rights reserved.",12/1/11,3/25/19 20:55,3/25/19 20:55,,30-41,,2-Jan,409,,,,,,,,,,,,,,,,,WOS:000298363100004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NV7C8UXD,journalArticle,2011,"Jordan-Cooley, William C.; Lipcius, Romuald N.; Shaw, Leah B.; Shen, Jian; Shi, Junping",Bistability in a differential equation model of oyster reef height and sediment accumulation,Journal of Theoretical Biology,,0022-5193,10.1016/j.jtbi.2011.08.013,,"Native oyster populations in Chesapeake Bay have been the focus of three decades of restoration attempts, which have generally failed to rebuild the populations and oyster reef structure. Recent restoration successes and field experiments indicate that high-relief reefs persist, likely due to elevated reef height which offsets heavy sedimentation and promotes oyster survival, disease resistance and growth, in contrast to low-relief reefs which degrade in just a few years. These findings suggest the existence of alternative stable states in oyster reef populations. We developed a mathematical model consisting of three differential equations that represent volumes of live oysters, dead oyster shells (=accreting reef), and sediment. Bifurcation analysis and numerical simulations demonstrated that multiple nonnegative equilibria can exist for live oyster, accreting reef and sediment volume at an ecologically reasonable range of parameter values; the initial height of oyster reefs determined which equilibrium was reached. This investigation thus provides a conceptual framework for alternative stable states in native oyster populations, and can be used as a tool to improve the likelihood of success in restoration efforts. (C) 2011 Elsevier Ltd. All rights reserved.",11/21/11,3/25/19 20:55,3/25/19 20:55,,11-Jan,,,289,,,,,,,,,,,,,,,,,WOS:000296222800001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
